sample_id,country_code,level0,level1_family,level2_genus,level3_species,location,source,species_key,year,longitude,latitude,Category
3552351,US,Deciduous Broadleaf,Hypericaceae,Hypericum,Hypericum prolificum,United States of America,iNaturalist Research-grade Observations,3189471.0,2019,-93.69904138594666,34.09187428097727,Common
6055899,CO,Evergreen Broadleaf,Myrtaceae,Eucalyptus,Eucalyptus grandis,Colombia,Biodiversidad asociada al proyecto Línea de Transmisión Bello-Guayabal-Ancón Sur 230 kV,3177028.0,2015,-75.62570283768831,6.141662572144719,Frequent
3209170,US,Deciduous Broadleaf,Asteraceae,Erigeron,Erigeron strigosus,United States of America,iNaturalist Research-grade Observations,3146632.0,2023,-76.51947613463888,38.568414878643175,Frequent
3036926,US,Deciduous Broadleaf,Asteraceae,Ambrosia,Ambrosia psilostachya,United States of America,iNaturalist Research-grade Observations,3110686.0,2023,-97.1540420641776,29.95754293455701,Frequent
3140545,CA,Deciduous Broadleaf,Viburnaceae,Viburnum,Viburnum lentago,Canada,iNaturalist Research-grade Observations,2888586.0,2023,-81.0181115780246,43.25775269678162,Frequent
4664372,US,Evergreen Broadleaf,Ericaceae,Leptecophylla,Leptecophylla tameiameiae,United States of America,iNaturalist Research-grade Observations,4010523.0,2015,-155.25760475302607,19.426158462256986,Common
59442,GH,Evergreen Broadleaf,Pieridae,Belenois,Belenois calypso,Ghana,iNaturalist Research-grade Observations,1919210.0,2019,-0.5302540017705166,6.230376387603024,Rare
662360,AT,Deciduous Broadleaf,Paulowniaceae,Paulownia,Paulownia tomentosa,Austria,Pl@ntNet automatically identified occurrences,3170823.0,2020,15.934722469318343,47.00277776662973,Frequent
6145574,CO,Deciduous Broadleaf,Fabaceae,Platymiscium,Platymiscium pinnatum,Colombia,Biodiversidad asociada al Estudio de Impacto Ambiental del proyecto: Interconexión Cuestecitas - Copey - Fundación 500/220 mil voltios,2944742.0,2019,-72.74219838687121,11.07478836307716,Frequent
4540429,US,Evergreen Broadleaf,Ericaceae,Vaccinium,Vaccinium parvifolium,United States of America,iNaturalist Research-grade Observations,2882910.0,2021,-123.86039645235353,47.4586227491214,Frequent
458782,TW,Deciduous Broadleaf,Hydrangeaceae,Hydrangea,Hydrangea aspera,Chinese Taipei,iNaturalist Research-grade Observations,3645663.0,2020,120.98480690590628,23.250024897831068,Common
3625481,US,Deciduous Broadleaf,Grossulariaceae,Ribes,Ribes cereum,United States of America,iNaturalist Research-grade Observations,2986127.0,2024,-111.76988729671612,41.7403295264961,Frequent
146877,MG,Evergreen Broadleaf,Pedaliaceae,Uncarina,Uncarina peltata,Madagascar,iNaturalist Research-grade Observations,3585261.0,2018,47.43865935370511,-15.92615207709362,Rare
5254700,AU,Evergreen Broadleaf,Goodeniaceae,Scaevola,Scaevola spinescens,Australia,iNaturalist Research-grade Observations,7262269.0,2023,137.5850056164409,-34.06891882875413,Rare
2161379,UA,Deciduous Broadleaf,Asteraceae,Erigeron,Erigeron strigosus,Ukraine,iNaturalist Research-grade Observations,3146632.0,2021,30.65773773657542,50.17822848161804,Frequent
6001722,CO,Deciduous Broadleaf,Viburnaceae,Viburnum,Viburnum tinoides,Colombia,Biodiversidad asociada al proyecto Línea de Transmisión Bello-Guayabal-Ancón Sur 230 kV,7881568.0,2015,-75.58449182575235,6.143472967172418,Rare
3520421,US,Evergreen Broadleaf,Acanthaceae,Ruellia,Ruellia humilis,United States of America,iNaturalist Research-grade Observations,5415395.0,2021,-96.2724153584966,29.67389505744627,Frequent
2600520,SK,Deciduous Broadleaf,Rosaceae,Crataegus,Crataegus monogyna,Slovakia,Pl@ntNet observations,9220780.0,2021,17.064952976931053,48.14173473500404,Frequent
377033,TW,Evergreen Broadleaf,Euphorbiaceae,Mallotus,Mallotus paniculatus,Chinese Taipei,iNaturalist Research-grade Observations,5378650.0,2022,121.4315954541584,24.87596475135326,Frequent
4961355,US,Evergreen Broadleaf,Magnoliaceae,Magnolia,Magnolia acuminata,United States of America,iNaturalist Research-grade Observations,3153837.0,2024,-80.27424434028876,38.198242604691366,Frequent
5413637,AU,Evergreen Broadleaf,Myrtaceae,Eucalyptus,Eucalyptus crebra,Australia,NSW BioNet Atlas,3176920.0,2022,148.46470384932874,-31.864762882530563,Common
3991243,US,Deciduous Broadleaf,Rosaceae,Sorbus,Sorbus aucuparia,United States of America,Pl@ntNet automatically identified occurrences,3012167.0,2020,-121.22769859938852,44.02451741842692,Frequent
5451075,AU,Evergreen Broadleaf,Proteaceae,Persoonia,Persoonia glaucescens,Australia,NSW BioNet Atlas,5637547.0,2020,150.33001270650095,-34.406205232436776,Frequent
5392737,AU,Evergreen Broadleaf,Fabaceae,Bossiaea,Bossiaea ensata,Australia,iNaturalist Research-grade Observations,2968326.0,2024,151.12409388119966,-33.68078083665799,Common
2899826,CA,Evergreen Needleleaf,Taxaceae,Taxus,Taxus canadensis,Canada,iNaturalist Research-grade Observations,5284570.0,2023,-84.2940793489597,46.56438570566126,Frequent
2990743,CA,Deciduous Broadleaf,Rosaceae,Spiraea,Spiraea douglasii,Canada,iNaturalist Research-grade Observations,3027159.0,2022,-124.35949025596256,49.24871994882514,Frequent
3047528,MX,Deciduous Broadleaf,Burseraceae,Bursera,Bursera excelsa,Mexico,iNaturalist Research-grade Observations,7286730.0,2018,-93.07868232918916,16.79299686278245,Rare
3759465,US,Evergreen Broadleaf,Acanthaceae,Ruellia,Ruellia caroliniensis,United States of America,iNaturalist Research-grade Observations,5415376.0,2023,-81.03284444790519,25.8752760520368,Frequent
381939,TW,Evergreen Broadleaf,Fagaceae,Lithocarpus,Lithocarpus hancei,Chinese Taipei,iNaturalist Research-grade Observations,5332494.0,2022,121.07657074648516,24.573637699929623,Common
4653284,US,Evergreen Broadleaf,Ericaceae,Arctostaphylos,Arctostaphylos manzanita,United States of America,iNaturalist Research-grade Observations,2882567.0,2022,-122.49166200669517,38.008512313968296,Common
5382346,AU,Evergreen Broadleaf,Fabaceae,Acacia,Acacia mucronata,Australia,iNaturalist Research-grade Observations,2979042.0,2021,145.40794102708,-37.88930270640547,Common
5623009,AU,Evergreen Broadleaf,Phyllanthaceae,Phyllanthus,Phyllanthus albus,Australia,NSW BioNet Atlas,8807.0,2022,151.40350561230963,-33.168991972349794,Frequent
5543233,AU,Deciduous Broadleaf,Fabaceae,Acacia,Acacia loroloba,Australia,iNaturalist Research-grade Observations,2979424.0,2024,152.0873845635735,-27.70683397333548,Rare
1094929,ES,Deciduous Broadleaf,Rosaceae,Malus,Docynia delavayi,Spain,Pl@ntNet observations,3001068.0,2020,-1.979765063012061,40.648643488389375,Frequent
5364034,AU,Evergreen Broadleaf,Ericaceae,Styphelia,Styphelia fletcheri,Australia,NSW BioNet Atlas,4010837.0,2019,150.8871506285227,-34.04871910098202,Frequent
3603268,US,Deciduous Broadleaf,Convolvulaceae,Ipomoea,Ipomoea lindheimeri,United States of America,iNaturalist Research-grade Observations,2928548.0,2021,-99.41153331810143,29.80337843383624,Common
104002,ZA,Evergreen Broadleaf,Monimiaceae,Kibara,Kibara macrophylla,South Africa,iNaturalist Research-grade Observations,2494.0,2023,30.14860203739401,-30.965901751278004,Common
5622770,AU,Evergreen Broadleaf,Phyllanthaceae,Cleistanthus,Cleistanthus cunninghamii,Australia,iNaturalist Research-grade Observations,3081647.0,2024,152.77537480600856,-26.745532050031507,Common
4542413,US,Evergreen Broadleaf,Ericaceae,Kalmia,Kalmia microphylla,United States of America,iNaturalist Research-grade Observations,2882998.0,2021,-135.3119743953458,57.06150644546661,Frequent
5404701,AU,Evergreen Broadleaf,Monimiaceae,Kibara,Kibara macrophylla,Australia,iNaturalist Research-grade Observations,2494.0,2024,151.03202682174916,-34.195989831474186,Common
3047467,MX,Deciduous Broadleaf,Burseraceae,Bursera,Bursera excelsa,Mexico,iNaturalist Research-grade Observations,7286730.0,2024,-93.1136773542566,16.91804789272528,Rare
474212,IN,Evergreen Broadleaf,Rubiaceae,Catunaregam,Catunaregam spinosa,India,iNaturalist Research-grade Observations,2910886.0,2024,70.76680770199256,21.022249093327403,Rare
917752,BE,Deciduous Broadleaf,Rosaceae,Prunus,Prunus spinosa,Belgium,Pl@ntNet automatically identified occurrences,3023221.0,2021,4.897452982504874,50.02761788443685,Frequent
493269,KR,Evergreen Broadleaf,Araliaceae,Aralia,Aralia continentalis,"Korea, Republic of",online_flora_observed,3036875.0,2018,128.30534431905576,37.68607917589468,Rare
356897,TW,Evergreen Broadleaf,Salicaceae,Scolopia,Scolopia oldhamii,Chinese Taipei,iNaturalist Research-grade Observations,3879065.0,2022,121.80205311057766,25.146427066648965,Common
124353,ZA,Evergreen Broadleaf,Proteaceae,Protea,Protea repens,South Africa,iNaturalist Research-grade Observations,5636761.0,2023,21.718845400795665,-34.374429678329925,Common
5337580,AU,Deciduous Broadleaf,Asteraceae,Erigeron,Erigeron bonariensis,Australia,NSW BioNet Atlas,3146717.0,2021,149.824083100977,-32.384747574575,Frequent
1294484,FI,Deciduous Broadleaf,Fabaceae,Caragana,Caragana arborescens,Finland,Vascular plant observations of Turku university Herbarium,2943190.0,2019,22.09749442585008,60.42348135752056,Frequent
6237069,BR,Deciduous Broadleaf,Lamiaceae,Ocimum,Ocimum carnosum,Brazil,iNaturalist Research-grade Observations,3898191.0,2019,-49.56223488479186,-26.94897853559497,Rare
6098953,CO,Deciduous Broadleaf,Polygonaceae,Triplaris,Triplaris cumingiana,Colombia,Aprovechamiento Forestal en el área de influencia del Proyecto Hidroeléctrico Ituango,4038399.0,2018,-75.84046206262435,6.699701232579256,Frequent
4232232,US,Deciduous Broadleaf,Fabaceae,Albizia,Albizia sp,United States of America,iNaturalist Research-grade Observations,2972897.0,2024,-87.59145526405237,33.32407504788758,Frequent
5392713,AU,Evergreen Broadleaf,Fabaceae,Bossiaea,Bossiaea ensata,Australia,NatureMapr,2968326.0,2022,150.29204792013192,-34.6845779930013,Common
3445769,US,Deciduous Broadleaf,Rosaceae,Spiraea,Spiraea douglasii,United States of America,iNaturalist Research-grade Observations,3027159.0,2021,-123.65824310609555,44.47965340385109,Frequent
3263039,PR,Evergreen Broadleaf,Piperaceae,Piper,Piper umbellatum,Puerto Rico,iNaturalist Research-grade Observations,3086364.0,2020,-66.48567828979182,18.16838428721256,Common
5581660,AU,Evergreen Broadleaf,Myrtaceae,Eucalyptus,Eucalyptus acmenoides,Australia,NSW BioNet Atlas,3176907.0,2018,151.63401438216644,-32.82464235259849,Common
4273510,US,Deciduous Broadleaf,Rosaceae,Prunus,Prunus caroliniana,United States of America,iNaturalist Research-grade Observations,3023558.0,2023,-85.4688206032879,31.28098183171448,Frequent
5284130,AU,Evergreen Broadleaf,Piperaceae,Piper,Piper umbellatum,Australia,iNaturalist Research-grade Observations,3086364.0,2020,145.75024837854883,-17.587586375001234,Common
3282109,CR,Evergreen Broadleaf,Acanthaceae,Barleria,Barleria oenotheroides,Costa Rica,iNaturalist Research-grade Observations,3771627.0,2024,-85.13642583346089,9.582456554419377,Common
4479403,US,Evergreen Broadleaf,Aquifoliaceae,Ilex,Ilex aquifolium,United States of America,iNaturalist Research-grade Observations,5414222.0,2022,-122.2923134349998,45.5714063284736,Frequent
6223811,AR,Deciduous Broadleaf,Sapindaceae,Acer,Acer negundo,Argentina,iNaturalist Research-grade Observations,3189866.0,2022,-58.31447816867647,-34.66178752751714,Frequent
4770751,US,Evergreen Broadleaf,Malvaceae,Abutilon,Abutilon wrightii,United States of America,iNaturalist Research-grade Observations,3152617.0,2022,-99.25878681151563,30.61077002517945,Rare
3216644,CA,Deciduous Broadleaf,Celastraceae,Celastrus,Celastrus scandens,Canada,iNaturalist Research-grade Observations,3169171.0,2021,-78.7642188186509,44.40394678616568,Frequent
6046643,CO,Deciduous Broadleaf,Cochlospermaceae,Cochlospermum,Cochlospermum vitifolium,Colombia,Aprovechamiento Forestal en el área de influencia del Proyecto Hidroeléctrico Ituango,2874865.0,2018,-75.85905205491616,6.717809641957299,Frequent
6146631,CO,Deciduous Broadleaf,Fabaceae,Platymiscium,Platymiscium pinnatum,Colombia,Biodiversidad asociada al Estudio de Impacto Ambiental del proyecto: Interconexión Cuestecitas - Copey - Fundación 500/220 mil voltios,2944742.0,2019,-73.02525320354184,10.633760973386096,Frequent
4839105,US,Deciduous Broadleaf,Juglandaceae,Carya,Carya ovata,United States of America,iNaturalist Research-grade Observations,3054296.0,2020,-89.49835861585112,42.85794523722861,Frequent
4664088,US,Evergreen Broadleaf,Ericaceae,Leptecophylla,Leptecophylla tameiameiae,United States of America,iNaturalist Research-grade Observations,4010523.0,2021,-157.89205949180612,21.497022959790947,Common
5622764,AU,Evergreen Broadleaf,Phyllanthaceae,Cleistanthus,Cleistanthus cunninghamii,Australia,iNaturalist Research-grade Observations,3081647.0,2024,153.50904407963515,-28.245176784416945,Common
4153064,US,Deciduous Broadleaf,Rhamnaceae,Frangula,Frangula caroliniana,United States of America,iNaturalist Research-grade Observations,3039468.0,2022,-98.69081773303506,30.02800564940357,Frequent
2267428,RU,Deciduous Broadleaf,Ericaceae,Vaccinium,Vaccinium vitis-idaea,Russian Federation,iNaturalist Research-grade Observations,2882835.0,2019,72.20581312115219,57.28978566479672,Frequent
3017339,US,Deciduous Broadleaf,Asteraceae,Ambrosia,Ambrosia psilostachya,United States of America,iNaturalist Research-grade Observations,3110686.0,2021,-116.58539537916188,32.957871373873346,Frequent
3612859,US,Deciduous Broadleaf,Fabaceae,Lupinus,Lupinus texensis,United States of America,iNaturalist Research-grade Observations,2963880.0,2021,-98.39179933459307,29.606464531316057,Frequent
503204,KR,Deciduous Broadleaf,Rosaceae,Sorbus,Sorbus alnifolia,"Korea, Republic of",2022_snc_observation_citizensciencemonitoring_17710,3012762.0,2022,127.07239841867693,37.42455289911008,Rare
4751051,US,Evergreen Needleleaf,Cupressaceae,Juniperus,Juniperus ashei,United States of America,iNaturalist Research-grade Observations,2684487.0,2020,-97.87819561615616,30.49142664458503,Frequent
3265161,PR,Evergreen Broadleaf,Polygonaceae,Coccoloba,Coccoloba swartzii,Puerto Rico,iNaturalist Research-grade Observations,2888836.0,2022,-67.00003113720575,18.157116138850498,Rare
485404,IN,Deciduous Broadleaf,Combretaceae,Terminalia,Terminalia bellirica,India,iNaturalist Research-grade Observations,3189390.0,2023,79.05571917271676,12.228522792342586,Rare
4395915,US,Deciduous Broadleaf,Betulaceae,Ostrya,Ostrya virginiana,United States of America,iNaturalist Research-grade Observations,5332289.0,2023,-74.38756654368325,40.94461632081184,Frequent
503242,KR,Deciduous Broadleaf,Rosaceae,Sorbus,Sorbus alnifolia,"Korea, Republic of",NIEK_NES,3012762.0,2017,128.2715398739696,34.96539880004416,Rare
5665338,AU,Evergreen Broadleaf,Rutaceae,Geijera,Geijera salicifolia,Australia,iNaturalist Research-grade Observations,7956176.0,2022,152.31787103792504,-27.62241427219164,Common
3052487,MX,Evergreen Broadleaf,Cactaceae,Pilosocereus,Pilosocereus collinsii,Mexico,iNaturalist Research-grade Observations,3959606.0,2024,-96.158980286798,15.73359471630267,Common
351788,TW,Evergreen Broadleaf,Proteaceae,Helicia,Helicia cochinchinensis,Chinese Taipei,iNaturalist Research-grade Observations,7287475.0,2024,121.56066859325144,25.16656436700632,Common
5012921,US,Evergreen Broadleaf,Clethraceae,Clethra,Clethra alnifolia,United States of America,iNaturalist Research-grade Observations,2888323.0,2019,-74.90410435061337,39.845670866190105,Frequent
2564633,RO,Deciduous Broadleaf,Asteraceae,Erigeron,Erigeron strigosus,Romania,alien_plant_ro,3146632.0,2022,24.53206104170729,45.11669841675057,Frequent
6008706,CO,Evergreen Broadleaf,Lamiaceae,Aegiphila,Aegiphila truncata,Colombia,"Biodiversidad asociada al proyecto Línea de Transmisión Santo Domingo - San Lorenzo a 110 kV, Antioquia",3890264.0,2016,-75.10399693263723,5.970963724717758,Common
4479851,US,Evergreen Broadleaf,Aquifoliaceae,Ilex,Ilex aquifolium,United States of America,iNaturalist Research-grade Observations,5414222.0,2020,-122.41991507074522,45.59326038273655,Frequent
3591887,US,Deciduous Broadleaf,Asteraceae,Trixis,Trixis inula,United States of America,iNaturalist Research-grade Observations,5398966.0,2023,-97.66051568003007,26.187007347582146,Common
1097697,ES,Deciduous Broadleaf,Asteraceae,Erigeron,Erigeron bonariensis,Spain,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,3146717.0,2022,-0.1999996004491545,38.95999975585364,Frequent
3265172,PR,Evergreen Broadleaf,Polygonaceae,Coccoloba,Coccoloba swartzii,Puerto Rico,iNaturalist Research-grade Observations,2888836.0,2022,-66.1835608161177,18.082096222727323,Rare
75264,ZA,Evergreen Broadleaf,Araliaceae,Cussonia,Cussonia paniculata,South Africa,Tree planting occurrences,3035211.0,2021,26.508566501849288,-33.31171887886849,Common
3825476,US,Deciduous Broadleaf,Passifloraceae,Passiflora,Passiflora incarnata,United States of America,iNaturalist Research-grade Observations,2874218.0,2024,-84.19984516639722,34.301893481493515,Frequent
296208,TH,Deciduous Broadleaf,Solanaceae,Brugmansia,Brugmansia aurea,Thailand,iNaturalist Research-grade Observations,5581099.0,2024,98.48702343758944,18.58807487836289,Rare
5974144,CO,Deciduous Broadleaf,Polygonaceae,Triplaris,Triplaris cumingiana,Colombia,Aprovechamiento Forestal en el área de influencia del Proyecto Hidroeléctrico Ituango,4038399.0,2018,-75.85047720359039,6.844626475917302,Frequent
3815767,US,Deciduous Broadleaf,Lamiaceae,Salvia,Salvia lyrata,United States of America,iNaturalist Research-grade Observations,2927027.0,2024,-82.30826774491915,27.24594128845132,Frequent
1711281,NO,Deciduous Broadleaf,Rosaceae,Prunus,Prunus avium,Norway,Norwegian Species Observation Service,3020791.0,2020,11.137492242090715,59.11103414445983,Frequent
43309,BJ,Evergreen Broadleaf,Fabaceae,Leucaena,Leucaena leucocephala,Benin,"""Categorization of the wild food plants and their importance for primate development in the natural forest of Akpe (Lama) in southern Benin.""",2970418.0,2016,2.107438044374324,6.928439739317869,Frequent
4082304,US,Deciduous Broadleaf,Moraceae,Morus,Morus rubra,United States of America,iNaturalist Research-grade Observations,5361886.0,2017,-95.69483691724588,33.81092861910492,Frequent
4148688,US,Deciduous Broadleaf,Oleaceae,Forestiera,Forestiera angustifolia,United States of America,iNaturalist Research-grade Observations,3172386.0,2024,-97.85640398930796,28.82130155872426,Common
5197115,US,Deciduous Broadleaf,Juglandaceae,Carya,Carya ovata,United States of America,iNaturalist Research-grade Observations,3054296.0,2023,-72.22427379951345,42.34979054027898,Frequent
2923777,CA,Deciduous Broadleaf,Rhamnaceae,Frangula,Frangula purshiana,Canada,iNaturalist Research-grade Observations,8286637.0,2020,-122.3620448572736,49.26183416502332,Frequent
3990070,US,Deciduous Broadleaf,Rosaceae,Rubus,Rubus bifrons,United States of America,iNaturalist Research-grade Observations,2995779.0,2022,-123.23162307190816,45.44261411274693,Frequent
1052327,ES,Evergreen Needleleaf,Pinaceae,Pinus,Pinus canariensis,Spain,iNaturalist Research-grade Observations,5285243.0,2024,-17.85929277949085,28.79948317726975,Common
5554477,AU,Deciduous Broadleaf,Fabaceae,Acacia,Acacia viscidula,Australia,iNaturalist Research-grade Observations,2979793.0,2020,151.83027725593283,-28.74916668098266,Rare
5269744,AU,Evergreen Broadleaf,Myrtaceae,Eucalyptus,Eucalyptus camaldulensis,Australia,iNaturalist Research-grade Observations,11900000.0,2020,138.44753399231,-35.49433290790286,Frequent
6078882,CO,Evergreen Broadleaf,Fabaceae,Leucaena,Leucaena leucocephala,Colombia,Aprovechamiento Forestal en el área de influencia del Proyecto Hidroeléctrico Ituango,2970418.0,2018,-75.8583876488592,6.758053028964649,Frequent
315796,TW,Deciduous Broadleaf,Ericaceae,Vaccinium,Vaccinium wrightii,Chinese Taipei,iNaturalist Research-grade Observations,4166476.0,2018,121.94788801053058,24.843457904673635,Rare
3771008,US,Deciduous Broadleaf,Asteraceae,Erigeron,Erigeron philadelphicus,United States of America,iNaturalist Research-grade Observations,3119285.0,2021,-77.35114307211707,39.06826227033024,Frequent
6162020,CO,Deciduous Broadleaf,Hernandiaceae,Gyrocarpus,Gyrocarpus americanus,Colombia,Biodiversidad asociada al Estudio de Impacto Ambiental del proyecto: Interconexión Cuestecitas - Copey - Fundación 500/220 mil voltios,7326414.0,2019,-73.8204669899081,10.066830865450983,Frequent
1158826,ES,Deciduous Broadleaf,Rhamnaceae,Paliurus,Paliurus spina-christi,Spain,Pl@ntNet automatically identified occurrences,5372457.0,2022,3.181305514671481,42.27965333980933,Frequent
3023531,MX,Evergreen Broadleaf,Acanthaceae,Barleria,Barleria oenotheroides,Mexico,iNaturalist Research-grade Observations,3771627.0,2016,-96.41524482433952,19.66990630314149,Common
5515016,AU,Deciduous Broadleaf,Cannabaceae,Celtis,Celtis sinensis,Australia,iNaturalist Research-grade Observations,4159594.0,2022,151.9621819241948,-27.64898159626807,Common
2140312,RU,Deciduous Broadleaf,Oleaceae,Syringa,Syringa vulgaris,Russian Federation,iNaturalist Research-grade Observations,5415039.0,2024,37.83977547100485,54.99826255163299,Frequent
1198972,FR,Deciduous Broadleaf,Malvaceae,Malva,Malva multiflora,France,Pl@ntNet observations,3933415.0,2018,9.472704700190912,42.62257604722353,Common
5829578,AU,Evergreen Broadleaf,Fabaceae,Acacia,Acacia mucronata,Australia,iNaturalist Research-grade Observations,2979042.0,2023,145.95573713239477,-41.65003273016382,Common
3591446,US,Deciduous Broadleaf,Asteraceae,Smallanthus,Smallanthus uvedalia,United States of America,iNaturalist Research-grade Observations,3145280.0,2024,-99.694333966012,29.48309458247038,Frequent
4087829,US,Deciduous Broadleaf,Rhamnaceae,Frangula,Frangula caroliniana,United States of America,iNaturalist Research-grade Observations,3039468.0,2023,-96.61303716976722,33.157518705339285,Frequent
3526859,US,Deciduous Broadleaf,Asteraceae,Erigeron,Erigeron philadelphicus,United States of America,iNaturalist Research-grade Observations,3119285.0,2020,-94.00098049557864,31.480990350365747,Frequent
5404704,AU,Evergreen Broadleaf,Monimiaceae,Kibara,Kibara macrophylla,Australia,iNaturalist Research-grade Observations,2494.0,2023,150.63223719860036,-33.60845867667215,Common
1711152,NO,Deciduous Broadleaf,Rosaceae,Prunus,Prunus avium,Norway,Norwegian Species Observation Service,3020791.0,2022,8.78919139521346,58.52942467585679,Frequent
240116,TH,Deciduous Broadleaf,Asteraceae,Pluchea,Pluchea indica,Thailand,iNaturalist Research-grade Observations,3132728.0,2023,101.23169823620854,6.882047251957817,Rare
3970344,US,Deciduous Broadleaf,Rhamnaceae,Frangula,Frangula purshiana,United States of America,iNaturalist Research-grade Observations,8286637.0,2022,-123.46798218234714,43.77269414553461,Frequent
3660244,US,Deciduous Broadleaf,Asteraceae,Erigeron,Erigeron philadelphicus,United States of America,iNaturalist Research-grade Observations,3119285.0,2023,-81.14034891520272,41.13092648102692,Frequent
3052641,MX,Evergreen Broadleaf,Cactaceae,Pilosocereus,Pilosocereus leucocephalus,Mexico,iNaturalist Research-grade Observations,7284382.0,2024,-93.0736123312914,16.648294574497072,Rare
368354,TW,Evergreen Broadleaf,Arecaceae,Areca,Areca spec,Chinese Taipei,iNaturalist Research-grade Observations,2736518.0,2024,120.63000515328572,23.43541202412808,Rare
3730516,US,Deciduous Broadleaf,Passifloraceae,Passiflora,Passiflora incarnata,United States of America,iNaturalist Research-grade Observations,2874218.0,2015,-87.65420373407646,34.78129143574949,Frequent
3208841,CA,Deciduous Broadleaf,Asteraceae,Erigeron,Erigeron philadelphicus,Canada,iNaturalist Research-grade Observations,3119285.0,2022,-78.08769738412526,44.29821258198636,Frequent
3989778,US,Deciduous Broadleaf,Rosaceae,Rubus,Rubus bifrons,United States of America,BLM - National Invasive Species Information Management System - Plants,2995779.0,2018,-123.37109483465788,43.52169580633719,Frequent
2168481,UA,Deciduous Broadleaf,Rosaceae,Pyrus,Pyrus elaeagrifolia,Ukraine,iNaturalist Research-grade Observations,5362828.0,2019,33.616079280372496,44.49080561558575,Common
510317,NP,Deciduous Broadleaf,Cercopithecidae,Semnopithecus,Semnopithecus hector,Nepal,"Observation.org, Nature data from around the World",4267221.0,2020,84.44591173982953,27.5545467541582,Rare
4257590,US,Deciduous Broadleaf,Meliaceae,Melia,Melia azedarach,United States of America,iNaturalist Research-grade Observations,5914287.0,2020,-89.93406183888438,35.19684844022326,Frequent
3729751,US,Deciduous Broadleaf,Passifloraceae,Passiflora,Passiflora incarnata,United States of America,iNaturalist Research-grade Observations,2874218.0,2021,-81.10788665953363,35.28213766607252,Frequent
5689711,AU,Evergreen Broadleaf,Capparaceae,Capparis,Capparis arborea,Australia,iNaturalist Research-grade Observations,5601966.0,2023,152.5755981606121,-25.79639009530029,Common
2572520,RU,Deciduous Broadleaf,Betulaceae,Betula,Betula platyphylla,Russian Federation,iNaturalist Research-grade Observations,5331536.0,2024,104.84812283167528,52.2566511554376,Common
180192,ZA,Evergreen Broadleaf,Rubiaceae,Pavetta,Pavetta lanceolata,South Africa,iNaturalist Research-grade Observations,2905528.0,2022,30.68370754111068,-24.487737577236043,Rare
5286751,AU,Evergreen Broadleaf,Proteaceae,Adenanthos,Adenanthos obovatus,Australia,iNaturalist Research-grade Observations,3996576.0,2023,116.876753041994,-34.828214556134895,Common
3704300,US,Deciduous Broadleaf,Fagaceae,Quercus,Quercus arkansana,United States of America,iNaturalist Research-grade Observations,2881704.0,2023,-85.89339836919281,31.790581277405444,Rare
2068849,PT,Evergreen Needleleaf,Pinaceae,Pinus,Pinus pinea,Portugal,Forestry Inventory 2015,5285165.0,2015,-8.85573010113298,37.08734230014534,Frequent
5413638,AU,Evergreen Broadleaf,Myrtaceae,Eucalyptus,Eucalyptus crebra,Australia,NSW BioNet Atlas,3176920.0,2022,149.8010652213391,-32.26214013200945,Common
5529523,AU,Evergreen Broadleaf,Ericaceae,Styphelia,Styphelia viridis,Australia,iNaturalist Research-grade Observations,7288584.0,2019,153.5684660602734,-28.34530143947102,Common
4663571,US,Evergreen Broadleaf,Ericaceae,Kalmia,Kalmia microphylla,United States of America,iNaturalist Research-grade Observations,2882998.0,2015,-119.34527125327216,37.93797379440384,Frequent
5960277,CO,Deciduous Broadleaf,Fabaceae,Platymiscium,Platymiscium pinnatum,Colombia,Aprovechamiento Forestal en el área de influencia del Proyecto Hidroeléctrico Ituango,2944742.0,2018,-75.85157414244954,6.841848455961005,Frequent
496603,KR,Evergreen Broadleaf,Ebenaceae,Diospyros,Diospyros lotus,"Korea, Republic of",2022_snc_observation_citizensciencemonitoring_17710,3032980.0,2022,127.06469755115762,37.42388403395207,Common
4066312,US,Deciduous Broadleaf,Fagaceae,Quercus,Quercus falcata,United States of America,iNaturalist Research-grade Observations,2880967.0,2021,-95.97836885772922,31.183002004267124,Frequent
460485,TW,Evergreen Broadleaf,Lauraceae,Litsea,Litsea acutivena,Chinese Taipei,iNaturalist Research-grade Observations,4179081.0,2022,120.8323591590911,22.2423929145818,Rare
5540762,AU,Deciduous Broadleaf,Fabaceae,Acacia,Acacia georgensis,Australia,iNaturalist Research-grade Observations,2980529.0,2017,149.72090842080237,-36.49111143918804,Rare
5276735,AU,Evergreen Broadleaf,Myrtaceae,Eucalyptus,Eucalyptus viminalis,Australia,iNaturalist Research-grade Observations,3177112.0,2022,143.8096476000892,-38.69161984074989,Frequent
467085,TW,Evergreen Broadleaf,Salicaceae,Scolopia,Scolopia oldhamii,Chinese Taipei,iNaturalist Research-grade Observations,3879065.0,2021,120.89720786571137,22.234054395611853,Common
1561633,GR,Deciduous Broadleaf,Rhamnaceae,Paliurus,Paliurus spina-christi,Greece,Pl@ntNet automatically identified occurrences,5372457.0,2022,21.64852537718282,40.3166277421519,Frequent
